name;alt_name;russian_name;wiki_de;latin_name;image_url;inat_id;wiki_en;preferred_name;inat_name
Turmfalke;;Обыкновенная пустельга;https://de.wikipedia.org/wiki/Turmfalke;Falco tinnunculus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-turmfalke_bugdog_742852.jpg;472766;http://en.wikipedia.org/wiki/Common_kestrel;Eurasian Kestrel;Falco tinnunculus
Wacholderdrossel;;Рябинник;https://de.wikipedia.org/wiki/Wacholderdrossel;Turdus pilaris;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-wacholderdrossel_mpf.jpg;12707;http://en.wikipedia.org/wiki/Fieldfare;Fieldfare;Turdus pilaris
Waldkauz;;Серая неясыть;https://de.wikipedia.org/wiki/Waldkauz;Strix aluco;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-waldkauz_nottsexminer.jpg;19898;http://en.wikipedia.org/wiki/Tawny_owl;Tawny Owl;Strix aluco
Waldohreule;;Ушастая сова;https://de.wikipedia.org/wiki/Waldohreule;Asio otus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-waldohreule_lukasz_lukasik.jpg;20307;http://en.wikipedia.org/wiki/Long-eared_owl;Long-eared Owl;Asio otus
Wanderfalke;;Сапсан;https://de.wikipedia.org/wiki/Wanderfalke;Falco peregrinus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-wanderfalke_georges_lignier.jpg;4647;http://en.wikipedia.org/wiki/Peregrine_falcon;Peregrine Falcon;Falco peregrinus
Wasserralle;;Водяной пастушок;https://de.wikipedia.org/wiki/Wasserralle;Rallus aquaticus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-wasserralle_pierre_dalous.jpg;513926;http://en.wikipedia.org/wiki/Water_rail;Water Rail;Rallus aquaticus
Wintergoldhähnchen;;Желтоголовый королёк;https://de.wikipedia.org/wiki/Wintergoldh%C3%A4hnchen;Regulus regulus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-wintergoldhaehnchen_trzy_hem.jpg;793469;http://en.wikipedia.org/wiki/Goldcrest;Goldcrest;Regulus regulus
Zaunkönig;;Крапивник;https://de.wikipedia.org/wiki/Zaunk%C3%B6nig;Troglodytes troglodytes;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-zaunkoenig_joan_kocur_779333.jpg;145363;http://en.wikipedia.org/wiki/Eurasian_wren;Eurasian Wren;Troglodytes troglodytes
Erlenzeisig;Zeisig;Чиж;https://de.wikipedia.org/wiki/Zeisig;Carduelis spinus;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-zeisig_marek_szczepanek.jpg;145303;http://en.wikipedia.org/wiki/Eurasian_siskin;Eurasian Siskin;Spinus spinus
Zilpzalp;;Пеночка-теньковка;https://de.wikipedia.org/wiki/Zilpzalp;Phylloscopus collybita;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-zilpzalp_aleph.jpg;117016;http://en.wikipedia.org/wiki/Common_chiffchaff;Common Chiffchaff;Phylloscopus collybita
Zwergsumpfhuhn;;Погоныш-крошка;https://de.wikipedia.org/wiki/Zwergsumpfhuhn;Porzana pusilla;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-zwergsumpfhuhn__jason_girvan.jpg;508920;http://en.wikipedia.org/wiki/Baillon's_crake;Baillon's Crake;Zapornia pusilla
Zwergschnäpper;;Малая мухоловка;https://de.wikipedia.org/wiki/Zwergschn%C3%A4pper;Ficedula parva;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/unterhaltung/zwergschnaepper_suresh_v.s.jpg;68519;http://en.wikipedia.org/wiki/Taiga_flycatcher;Taiga Flycatcher;Ficedula albicilla
Zwergtaucher;;Малая поганка;https://de.wikipedia.org/wiki/Zwergtaucher;Tachybaptus ruficollis;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/umwelt-und-naturschutzamt/naturschutz/pflanzen-artenschutz/mdb-zwergtaucher_martien_brand.jpg;4237;http://en.wikipedia.org/wiki/Little_grebe;Little Grebe;Tachybaptus ruficollis
